List's Code,Word's Code,Spoken,1st Letter,Diacrtics,2nd Letter,Last Letter or Diacritics,1st Letter Code,Diacritics,2nd Letter Code,Last Letter Code or Diacritics,Last Code,Category,Syllable Code,Acronym/English,Acronym/Arabic,Syllable Description (Arabic),Syllable Description (English),Syllable Type,Commonness Score (Max. 5),Difficulty Score (Max. 5),Type of Word,Type of Word Code,Audio Clips' Links
L10,0480,_____,_,_,_,_,12,____,18,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.32,3.50,___,2,L10-0480.mp3
L10,0481,____,_,_,_,_,6,____,27,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.77,5.00,___,2,L10-0481.mp3
L10,0482,_____,_,_,_,_,22,____,18,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L10-0482.mp3
L10,0483,_____,_,_,_,_,29,____,28,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,4.25,___,1,L10-0483.mp3
L10,0484,_____,_,_,_,_,24,____,26,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.95,4.00,___,2,L10-0484.mp3
L10,0485,_____,_,_,_,_,24,____,22,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L10-0485.mp3
L10,0486,_____,_,_,_,_,19,____,28,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.86,3.00,___,2,L10-0486.mp3
L10,0487,_____,_,_,_,_,24,____,13,16,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.86,3.25,___,2,L10-0487.mp3
L10,0488,____,_,_,_,_,5,____,1,8, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.55,5.00,___ ___,3.1,L10-0488.mp3
L10,0489,_____,_,_,_,_,15,____,10,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,4.75,___,2,L10-0489.mp3
L10,0490,_____,_,_,_,_,29,____,10,11,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L10-0490.mp3
L10,0491,_____,_,_,_,_,6,____,24,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.36,4.00,___,2,L10-0491.mp3
L10,0492,_____,_,_,_,_,20,____,22,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L10-0492.mp3
L10,0493,____,_,_,_,_,21,____,1,8, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.09,5.00,___ ___,3.1,L10-0493.mp3
L10,0494,_____,_,_,_,_,14,____,27,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L10-0494.mp3
L10,0495,_____,_,_,_,_,2,____,10,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L10-0495.mp3
L10,0496,____,_,_,_,_,9,____,1,2, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.18,4.75,___ ___,3.1,L10-0496.mp3
L10,0497,____,_,_,_,_,2,____,27,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.09,5.00,___,2,L10-0497.mp3
L10,0498,_____,_,_,_,_,22,____,23,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L10-0498.mp3
L10,0499,____,_,_,_,_,16,____,1,21, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.00,5.00,___ ___,3.1,L10-0499.mp3
L10,0500,_____,_,_,_,_,10,____,7,14,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,4.75,___,2,L10-0500.mp3
L11,0501,____,_,_,_,_,8,____,2,2, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.64,5.00,___ ___,3.1,L11-0501.mp3
L11,0502,____,_,_,_,,14,____,24,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.36,4.81,___ ___,3.2,L11-0502.mp3
L11,0503,____,_,_,_,_,10,____,5,5, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.59,5.00,___ ___,3.1,L11-0503.mp3
L11,0504,____,_,_,_,,18,____,25,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.32,4.63,___,1,L11-0504.mp3
L11,0505,____,_,_,_,_,11,____,27,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.00,5.00,___,2,L11-0505.mp3
L11,0506,____,_,_,_,_,7,____,16,16, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L11-0506.mp3
L11,0507,____,_,_,_,_,26,____,5,5, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.05,2.22,___ ___,3.1,L11-0507.mp3
L11,0508,____,_,_,_,_,12,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.23,4.17,___,2,L11-0508.mp3
L11,0509,_____,_,_,_,_,10,____,24,11,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L11-0509.mp3
L11,0510,____,_,_,_,,28,____,8,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.00,4.81,___,2,L11-0510.mp3
L11,0511,_____,_,_,_,_,21,____,10,13,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L11-0511.mp3
L11,0512,_____,_,_,_,_,19,____,28,16,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.91,5.00,___,2,L11-0512.mp3
L11,0513,_____,_,_,_,_,18,____,21,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.33,5.00,___,2,L11-0513.mp3
L11,0514,_____,_,_,_,_,20,____,6,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,5.00,___,2,L11-0514.mp3
L11,0515,_____,_,_,_,_,2,____,16,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L11-0515.mp3
L11,0516,_____,_,_,_,_,14,____,21,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,5.00,___,2,L11-0516.mp3
L11,0517,_____,_,_,_,_,21,____,10,15,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,4.81,___,2,L11-0517.mp3
L11,0518,_____,_,_,_,_,25,____,7,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L11-0518.mp3
L11,0519,_____,_,_,_,_,25,____,18,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,4.63,___,2,L11-0519.mp3
L11,0520,_____,_,_,_,_,3,____,24,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L11-0520.mp3
L11,0521,_____,_,_,_,_,29,____,24,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L11-0521.mp3
L11,0522,____,_,_,_,_,6,____,1,23, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.23,3.70,___ ___,3.1,L11-0522.mp3
L11,0523,_____,_,_,_,_,27,____,18,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L11-0523.mp3
L11,0524,_____,_,_,_,_,15,____,27,32,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,4.81,___,2,L11-0524.mp3
L11,0525,_____,_,_,_,_,8,____,18,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L11-0525.mp3
L11,0526,_____,_,_,_,_,5,____,2,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L11-0526.mp3
L11,0527,_____,_,_,_,_,29,____,25,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L11-0527.mp3
L11,0528,_____,_,_,_,_,23,____,8,19,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,4.63,___,2,L11-0528.mp3
L11,0529,_____,_,_,_,_,13,____,18,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L11-0529.mp3
L11,0530,_____,_,_,_,_,20,____,29,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L11-0530.mp3
L11,0531,____,_,_,_,_,6,____,27,2, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.73,4.81,___,2,L11-0531.mp3
L11,0532,____,_,_,_,_,25,____,1,8, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.00,5.00,___,2,L11-0532.mp3
L11,0533,_____,_,_,_,_,10,____,1,8, ,3++,3,CVVCC,_ _ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.68,4.07,___,2,L11-0533.mp3
L11,0534,____,_,_,_,_,8,____,28,22, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.00,5.00,___,2,L11-0534.mp3
L11,0535,_____,_,_,_,_,6,____,22,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L11-0535.mp3
L11,0536,_____,_,_,_,_,15,____,2,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,4.44,___,2,L11-0536.mp3
L11,0537,_____,_,_,_,_,25,____,2,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,4.63,___,2,L11-0537.mp3
L11,0538,_____,_,_,_,_,16,____,20,27,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,5.00,___,2,L11-0538.mp3
L11,0539,_____,_,_,_,_,27,____,18,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.05,5.00,___,2,L11-0539.mp3
L11,0540,_____,_,_,_,_,12,____,28,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.68,5.00,___,2,L11-0540.mp3
L11,0541,_____,_,_,_,_,12,____,26,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.50,5.00,___,2,L11-0541.mp3
L11,0542,_____,_,_,_,_,10,____,2,6,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L11-0542.mp3
L11,0543,_____,_,_,_,_,12,____,10,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.32,5.00,___,2,L11-0543.mp3
L11,0544,_____,_,_,_,_,22,____,29,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L11-0544.mp3
L11,0545,_____,_,_,_,_,12,____,5,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L11-0545.mp3
L11,0546,_____,_,_,_,_,18,____,9,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L11-0546.mp3
L11,0547,_____,_,_,_,_,25,____,6,27,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,5.00,___,1,L11-0547.mp3
L11,0548,_____,_,_,_,_,2,____,22,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L11-0548.mp3
L11,0549,_____,_,_,_,_,20,____,10,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.63,___,2,L11-0549.mp3
L11,0550,_____,_,_,_,_,13,____,24,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L11-0550.mp3
L12,0551,____,_,_,_,_,26,____,25,25, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.09,5.00,___,2,L12-0551.mp3
L12,0552,____,_,_,_,_,20,____,22,22, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.73,5.00,___ ___,3.2,L12-0552.mp3
L12,0553,____,_,_,_,_,7,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.45,5.00,___ ___,3.2,L12-0553.mp3
L12,0554,____,_,_,_,,31,____,9,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,2.23,4.72,___,1,L12-0554.mp3
L12,0555,____,_,_,_,_,10,____,2,2, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.23,5.00,___,2,L12-0555.mp3
L12,0556,____,_,_,_,_,19,____,4,4, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.45,4.44,___,2,L12-0556.mp3
L12,0557,____,_,_,_,,2,____,26,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.86,5.00,____ ____,4,L12-0557.mp3
L12,0558,_____,_,_,_,_,23,____,2,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,5.00,___,2,L12-0558.mp3
L12,0559,____,_,_,_,_,5,____,24,24, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.41,5.00,___,2,L12-0559.mp3
L12,0560,_____,_,_,_,_,13,____,10,16,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L12-0560.mp3
L12,0561,_____,_,_,_,_,23,____,18,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L12-0561.mp3
L12,0562,____,_,_,_,_,18,____,1,2, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.27,4.81,___ ___,3.1,L12-0562.mp3
L12,0563,_____,_,_,_,_,7,____,23,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.26,___,2,L12-0563.mp3
L12,0564,_____,_,_,_,_,21,____,14,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.33,4.81,___,2,L12-0564.mp3
L12,0565,_____,_,_,_,_,18,____,10,5,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.50,5.00,___,2,L12-0565.mp3
L12,0566,_____,_,_,_,_,5,____,9,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.55,4.81,___,2,L12-0566.mp3
L12,0567,_____,_,_,_,_,18,____,23,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.41,5.00,___,2,L12-0567.mp3
L12,0568,_____,_,_,_,_,23,____,26,27,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.36,5.00,___,2,L12-0568.mp3
L12,0569,_____,_,_,_,_,18,____,14,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L12-0569.mp3
L12,0570,_____,_,_,_,_,20,____,14,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L12-0570.mp3
L12,0571,_____,_,_,_,_,7,____,10,5,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.45,5.00,___,2,L12-0571.mp3
L12,0572,_____,_,_,_,_,25,____,20,7,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L12-0572.mp3
L12,0573,_____,_,_,_,_,20,____,3,6,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L12-0573.mp3
L12,0574,_____,_,_,_,_,10,____,18,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L12-0574.mp3
L12,0575,_____,_,_,_,_,25,____,26,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.64,5.00,___,2,L12-0575.mp3
L12,0576,____,_,_,_,_,20,____,1,8, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.55,4.26,___ ___,3.1,L12-0576.mp3
L12,0577,_____,_,_,_,_,8,____,23,27,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L12-0577.mp3
L12,0578,_____,_,_,_,_,22,____,12,6,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.91,5.00,___,2,L12-0578.mp3
L12,0579,_____,_,_,_,_,6,____,24,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.45,5.00,___,2,L12-0579.mp3
L12,0580,____,_,_,_,_,12,____,1,2, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.09,5.00,___ ___,3.1,L12-0580.mp3
L12,0581,_____,_,_,_,_,18,____,10,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.33,5.00,___,2,L12-0581.mp3
L12,0582,____,_,_,_,_,13,____,1,32, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.14,5.00,___,2,L12-0582.mp3
L12,0583,_____,_,_,_,_,25,____,14,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L12-0583.mp3
L12,0584,_____,_,_,_,_,24,____,10,32,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L12-0584.mp3
L12,0585,____,_,_,_,_,10,____,1,19, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.73,4.81,___ ___,3.1,L12-0585.mp3
L12,0586,____,_,_,_,_,6,____,1,24, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.68,5.00,___,2,L12-0586.mp3
L12,0587,_____,_,_,_,_,19,____,10,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.00,5.00,___,2,L12-0587.mp3
L12,0588,_____,_,_,_,_,12,____,2,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.45,5.00,___,2,L12-0588.mp3
L12,0589,_____,_,_,_,_,18,____,21,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.36,5.00,___,2,L12-0589.mp3
L12,0590,_____,_,_,_,_,12,____,3,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.68,5.00,___,2,L12-0590.mp3
L12,0591,_____,_,_,_,_,6,____,13,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L12-0591.mp3
L12,0592,_____,_,_,_,_,23,____,28,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L12-0592.mp3
L12,0593,_____,_,_,_,_,12,____,24,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,4.44,___,2,L12-0593.mp3
L12,0594,_____,_,_,_,_,25,____,24,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L12-0594.mp3
L12,0595,_____,_,_,_,_,1,____,12,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,4.63,___,2,L12-0595.mp3
L12,0596,_____,_,_,_,_,18,____,10,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.45,5.00,___,2,L12-0596.mp3
L12,0597,____,_,_,_,_,5,____,1,32, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.09,5.00,___ ___,3.1,L12-0597.mp3
L12,0598,_____,_,_,_,_,18,____,25,26,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,5.00,____ ____,4,L12-0598.mp3
L12,0599,_____,_,_,_,_,15,____,18,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L12-0599.mp3
L12,0600,_____,_,_,_,_,27,____,15,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L12-0600.mp3
L13,0601,____,_,_,_,,14,____,23,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.86,4.77,___ ___,3.2,L13-0601.mp3
L13,0602,____,_,_,_,,3,____,2,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.55,5.00,___ ___,3.2,L13-0602.mp3
L13,0603,____,_,_,_,_,23,____,20,20, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.36,4.77,___ ___,3.1,L13-0603.mp3
L13,0604,____,_,_,_,_,5,____,20,20, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.59,4.77,___ ___,3.1,L13-0604.mp3
L13,0605,____,_,_,_,_,7,____,20,20, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.50,5.00,___ ___,3.1,L13-0605.mp3
L13,0606,____,_,_,_,_,10,____,20,20, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.27,4.77,___,2,L13-0606.mp3
L13,0607,____,_,_,_,_,6,____,10,10, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.00,3.64,___,2,L13-0607.mp3
L13,0608,____,_,_,_,_,6,____,10,10, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.09,4.77,___,2,L13-0608.mp3
L13,0609,_____,_,_,_,_,12,____,20,6,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.33,5.00,___,2,L13-0609.mp3
L13,0610,____,_,_,_,,21,____,24,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.18,5.00,___ ___,3.2,L13-0610.mp3
L13,0611,_____,_,_,_,_,14,____,23,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,1.00,___,2,L13-0611.mp3
L13,0612,_____,_,_,_,_,9,____,22,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L13-0612.mp3
L13,0613,_____,_,_,_,_,6,____,14,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L13-0613.mp3
L13,0614,____,_,_,_,_,8,____,12,12, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.67,5.00,___ ___,3.1,L13-0614.mp3
L13,0615,_____,_,_,_,_,6,____,2,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.27,3.86,___,2,L13-0615.mp3
L13,0616,_____,_,_,_,_,6,____,23,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L13-0616.mp3
L13,0617,_____,_,_,_,_,14,____,8,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L13-0617.mp3
L13,0618,_____,_,_,_,_,21,____,14,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,4.77,___,2,L13-0618.mp3
L13,0619,_____,_,_,_,_,22,____,9,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L13-0619.mp3
L13,0620,_____,_,_,_,_,12,____,2,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,4.32,___,2,L13-0620.mp3
L13,0621,_____,_,_,_,_,16,____,18,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,4.77,___,2,L13-0621.mp3
L13,0622,_____,_,_,_,_,7,____,14,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L13-0622.mp3
L13,0623,_____,_,_,_,_,6,____,24,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L13-0623.mp3
L13,0624,_____,_,_,_,_,25,____,5,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L13-0624.mp3
L13,0625,_____,_,_,_,_,25,____,2,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.55,5.00,___,2,L13-0625.mp3
L13,0626,_____,_,_,_,_,18,____,24,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L13-0626.mp3
L13,0627,_____,_,_,_,_,8,____,24,4,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.33,4.09,___,2,L13-0627.mp3
L13,0628,_____,_,_,_,_,25,____,2,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.45,5.00,___,2,L13-0628.mp3
L13,0629,_____,_,_,_,_,27,____,6,13,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L13-0629.mp3
L13,0630,_____,_,_,_,_,13,____,24,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L13-0630.mp3
L13,0631,_____,_,_,_,_,13,____,10,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L13-0631.mp3
L13,0632,_____,_,_,_,_,19,____,10,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L13-0632.mp3
L13,0633,_____,_,_,_,_,9,____,25,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,3.86,___,2,L13-0633.mp3
L13,0634,_____,_,_,_,_,25,____,13,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.09,___,2,L13-0634.mp3
L13,0635,_____,_,_,_,_,14,____,25,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L13-0635.mp3
L13,0636,_____,_,_,_,_,27,____,21,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L13-0636.mp3
L13,0637,_____,_,_,_,_,13,____,10,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L13-0637.mp3
L13,0638,_____,_,_,_,_,2,____,6,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L13-0638.mp3
L13,0639,_____,_,_,_,_,20,____,18,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L13-0639.mp3
L13,0640,____,_,_,_,_,21,____,28,23,,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.36,4.77,___ ___,3.1,L13-0640.mp3
L13,0641,_____,_,_,_,_,7,____,10,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.73,5.00,___,2,L13-0641.mp3
L13,0642,_____,_,_,_,_,18,____,17,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L13-0642.mp3
L13,0643,_____,_,_,_,_,27,____,11,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L13-0643.mp3
L13,0644,_____,_,_,_,_,7,____,10,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.70,4.77,___,2,L13-0644.mp3
